start_lat,start_long,end_lat,end_long,is_premium,call_time,user_id
37.1759,128.9889,36.20389,127.08472,0,2024-05-15 21:19:13,1000035
36.6009,126.665,36.82167,128.63083,0,2024-04-24 11:21:45,1000813
37.65639,126.835,36.20389,127.08472,0,2024-05-08 23:44:31,1000132
36.82167,128.63083,36.6009,126.665,0,2024-05-12 20:33:52,1000846
37.65639,126.835,36.6009,126.665,1,2024-05-06 17:03:35,1000682
36.6009,126.665,37.1759,128.9889,1,2024-04-29 01:44:40,1000039
37.65639,126.835,37.1759,128.9889,1,2024-04-26 12:58:44,1000648
37.65639,126.835,36.20389,127.08472,0,2024-05-17 12:53:28,1000962
37.1759,128.9889,34.8825,128.62667,0,2024-04-29 23:51:46,1000509
36.20389,127.08472,37.1759,128.9889,0,2024-04-30 13:07:32,1000725
34.8825,128.62667,37.65639,126.835,1,2024-05-12 08:37:23,1000772
36.20389,127.08472,36.20389,127.08472,1,2024-05-15 17:02:47,1000166
36.82167,128.63083,36.20389,127.08472,1,2024-05-16 07:29:09,1000707
37.1759,128.9889,36.20389,127.08472,0,2024-05-17 18:30:01,1000588
37.1759,128.9889,36.82167,128.63083,0,2024-05-18 06:45:31,1000793
36.20389,127.08472,37.65639,126.835,0,2024-05-16 12:26:12,1000517
37.1759,128.9889,36.82167,128.63083,1,2024-05-01 00:38:52,1000671
36.6009,126.665,36.6009,126.665,1,2024-05-17 01:19:56,1000572
36.6009,126.665,36.20389,127.08472,0,2024-05-07 15:08:34,1000612
36.20389,127.08472,37.65639,126.835,0,2024-05-13 11:21:59,1000340
34.8825,128.62667,36.82167,128.63083,1,2024-05-13 20:27:12,1000685
36.6009,126.665,37.65639,126.835,1,2024-05-20 22:44:38,1000328
36.20389,127.08472,36.6009,126.665,1,2024-05-22 22:18:28,1000890
37.65639,126.835,36.82167,128.63083,1,2024-05-05 05:35:49,1000197
36.6009,126.665,36.6009,126.665,1,2024-05-06 08:03:09,1000463
36.6009,126.665,36.82167,128.63083,1,2024-05-07 14:10:01,1000988
36.6009,126.665,34.8825,128.62667,0,2024-05-11 17:04:59,1000081
36.82167,128.63083,37.1759,128.9889,1,2024-05-22 02:41:36,1000567
37.1759,128.9889,37.65639,126.835,0,2024-05-11 16:02:20,1000868
36.6009,126.665,37.65639,126.835,0,2024-05-21 19:34:00,1000358
37.65639,126.835,37.65639,126.835,1,2024-04-28 13:20:11,1000949
37.65639,126.835,37.1759,128.9889,1,2024-04-25 11:01:12,1000261
37.65639,126.835,34.8825,128.62667,0,2024-05-13 13:51:04,1000386
37.1759,128.9889,34.8825,128.62667,0,2024-05-18 04:27:15,1000302
37.1759,128.9889,36.20389,127.08472,1,2024-05-11 19:06:06,1000755
36.20389,127.08472,36.20389,127.08472,1,2024-04-27 19:15:45,1000104
34.8825,128.62667,34.8825,128.62667,1,2024-04-29 01:56:18,1000722
37.1759,128.9889,34.8825,128.62667,0,2024-04-25 22:50:29,1000666
36.20389,127.08472,37.65639,126.835,0,2024-05-10 04:49:09,1000448
34.8825,128.62667,36.20389,127.08472,0,2024-05-08 18:15:11,1000189
34.8825,128.62667,36.6009,126.665,1,2024-05-07 16:57:27,1000823
36.82167,128.63083,36.6009,126.665,0,2024-05-08 11:45:50,1000779
37.1759,128.9889,37.65639,126.835,1,2024-04-24 06:23:52,1000781
36.6009,126.665,37.65639,126.835,0,2024-04-24 06:06:04,1000974
36.6009,126.665,34.8825,128.62667,0,2024-05-08 22:19:34,1000686
37.1759,128.9889,36.82167,128.63083,0,2024-04-24 14:28:09,1000892
34.8825,128.62667,36.20389,127.08472,0,2024-05-02 14:07:26,1000025
36.6009,126.665,34.8825,128.62667,1,2024-05-14 07:10:31,1000333
34.8825,128.62667,36.20389,127.08472,1,2024-05-12 02:25:53,1000080
36.20389,127.08472,36.20389,127.08472,1,2024-05-16 06:25:29,1000770
37.65639,126.835,34.8825,128.62667,1,2024-05-11 19:59:05,1000726
34.8825,128.62667,34.8825,128.62667,1,2024-05-22 22:08:02,1000905
37.1759,128.9889,37.65639,126.835,1,2024-05-10 06:54:36,1000338
34.8825,128.62667,37.1759,128.9889,0,2024-05-10 00:12:47,1000936
34.8825,128.62667,36.20389,127.08472,1,2024-04-25 00:51:34,1000051
36.82167,128.63083,36.20389,127.08472,1,2024-05-11 09:43:18,1000761
36.82167,128.63083,37.1759,128.9889,1,2024-05-14 01:36:15,1000818
37.1759,128.9889,36.6009,126.665,0,2024-05-15 06:07:06,1000830
37.65639,126.835,36.6009,126.665,0,2024-05-15 10:50:34,1000387
37.65639,126.835,36.20389,127.08472,0,2024-04-24 23:58:56,1000552
37.1759,128.9889,34.8825,128.62667,0,2024-04-30 20:07:29,1000703
36.20389,127.08472,34.8825,128.62667,0,2024-05-17 01:58:17,1000948
36.6009,126.665,36.20389,127.08472,1,2024-05-22 02:19:35,1000587
34.8825,128.62667,36.82167,128.63083,0,2024-05-14 04:35:56,1000602
37.65639,126.835,36.20389,127.08472,0,2024-04-26 00:46:16,1000910
34.8825,128.62667,37.65639,126.835,0,2024-05-04 00:55:24,1000390
34.8825,128.62667,34.8825,128.62667,0,2024-04-25 23:36:20,1000493
36.6009,126.665,36.6009,126.665,0,2024-05-13 07:59:37,1000527
36.6009,126.665,36.20389,127.08472,0,2024-04-24 20:03:41,1000549
36.20389,127.08472,36.20389,127.08472,0,2024-04-27 03:35:13,1000921
34.8825,128.62667,36.82167,128.63083,1,2024-05-21 07:35:14,1000986
34.8825,128.62667,36.6009,126.665,0,2024-04-28 06:40:17,1000440
37.65639,126.835,36.6009,126.665,0,2024-05-17 02:57:33,1000336
37.1759,128.9889,37.65639,126.835,1,2024-05-11 23:55:15,1000677
37.1759,128.9889,36.82167,128.63083,1,2024-05-20 18:57:53,1000164
37.1759,128.9889,36.82167,128.63083,0,2024-05-01 19:28:39,1000439
37.1759,128.9889,36.82167,128.63083,0,2024-05-23 00:46:21,1000168
34.8825,128.62667,36.6009,126.665,1,2024-04-29 02:15:44,1000148
36.20389,127.08472,37.65639,126.835,0,2024-05-15 16:04:08,1000736
37.1759,128.9889,37.65639,126.835,1,2024-04-24 00:42:47,1000379
36.82167,128.63083,36.20389,127.08472,1,2024-05-16 01:18:12,1000948
36.82167,128.63083,34.8825,128.62667,0,2024-04-29 20:41:18,1000160
36.6009,126.665,37.65639,126.835,1,2024-05-10 00:28:46,1000396
36.20389,127.08472,36.82167,128.63083,0,2024-05-13 00:59:54,1000230
36.82167,128.63083,36.6009,126.665,0,2024-04-28 08:00:45,1000030
36.82167,128.63083,37.65639,126.835,1,2024-04-29 18:09:50,1000356
36.20389,127.08472,34.8825,128.62667,0,2024-04-28 05:54:09,1000756
34.8825,128.62667,34.8825,128.62667,0,2024-04-26 06:18:10,1000891
36.82167,128.63083,36.6009,126.665,1,2024-05-13 02:45:48,1000689
34.8825,128.62667,36.20389,127.08472,0,2024-05-06 05:54:57,1000599
36.20389,127.08472,36.82167,128.63083,0,2024-05-01 10:51:37,1000752
36.6009,126.665,36.82167,128.63083,1,2024-05-20 02:26:58,1000589
37.1759,128.9889,37.65639,126.835,1,2024-05-03 04:19:04,1000634
34.8825,128.62667,37.1759,128.9889,0,2024-05-20 03:32:08,1000344
34.8825,128.62667,34.8825,128.62667,1,2024-04-26 07:14:35,1000294
37.1759,128.9889,34.8825,128.62667,1,2024-04-29 11:56:32,1000930
37.1759,128.9889,34.8825,128.62667,1,2024-05-01 15:09:56,1000406
34.8825,128.62667,37.65639,126.835,1,2024-05-20 06:33:17,1000618
36.6009,126.665,37.65639,126.835,0,2024-05-17 13:05:25,1000546
36.20389,127.08472,37.65639,126.835,0,2024-04-27 22:55:18,1000787
36.6009,126.665,36.20389,127.08472,0,2024-05-05 16:17:38,1000097
37.1759,128.9889,34.8825,128.62667,1,2024-05-07 19:22:52,1000537
36.20389,127.08472,34.8825,128.62667,0,2024-05-04 01:26:11,1000749
34.8825,128.62667,36.82167,128.63083,0,2024-04-27 06:24:48,1000318
36.6009,126.665,36.82167,128.63083,1,2024-04-25 15:01:29,1000328
36.82167,128.63083,34.8825,128.62667,1,2024-05-17 00:25:05,1000607
36.6009,126.665,37.1759,128.9889,0,2024-05-07 05:06:35,1000603
36.20389,127.08472,36.20389,127.08472,0,2024-05-14 19:45:48,1000815
37.65639,126.835,37.1759,128.9889,0,2024-05-16 08:13:25,1000079
36.6009,126.665,37.1759,128.9889,0,2024-04-26 08:59:56,1000774
37.1759,128.9889,34.8825,128.62667,0,2024-05-22 18:00:59,1000313
37.1759,128.9889,37.1759,128.9889,0,2024-05-09 03:31:24,1000559
36.20389,127.08472,36.6009,126.665,0,2024-04-27 21:33:36,1000393
36.6009,126.665,37.1759,128.9889,1,2024-05-20 17:21:41,1000690
36.20389,127.08472,37.65639,126.835,0,2024-05-13 09:33:27,1000325
34.8825,128.62667,36.20389,127.08472,1,2024-05-01 10:07:34,1000116
36.6009,126.665,36.20389,127.08472,0,2024-04-27 23:00:44,1000813
36.82167,128.63083,36.6009,126.665,0,2024-04-28 19:06:02,1000541
34.8825,128.62667,37.65639,126.835,0,2024-05-12 00:18:35,1000850
36.20389,127.08472,34.8825,128.62667,1,2024-05-01 04:01:07,1000106
34.8825,128.62667,36.82167,128.63083,0,2024-05-09 23:42:23,1000981
37.65639,126.835,36.82167,128.63083,0,2024-05-19 16:46:51,1000285
36.82167,128.63083,36.82167,128.63083,0,2024-05-16 21:16:53,1000172
36.20389,127.08472,34.8825,128.62667,0,2024-05-17 21:09:29,1000482
37.1759,128.9889,36.20389,127.08472,1,2024-05-13 17:47:39,1000439
37.65639,126.835,36.20389,127.08472,1,2024-05-01 05:09:51,1000258
36.82167,128.63083,36.6009,126.665,0,2024-04-30 07:45:14,1000900
37.1759,128.9889,37.1759,128.9889,1,2024-05-10 13:29:42,1000485
34.8825,128.62667,36.82167,128.63083,0,2024-05-03 22:35:56,1000433
37.65639,126.835,36.20389,127.08472,0,2024-04-28 17:58:23,1000360
37.65639,126.835,36.82167,128.63083,0,2024-05-12 23:08:34,1000902
37.1759,128.9889,37.65639,126.835,0,2024-04-25 23:46:23,1000935
37.1759,128.9889,36.82167,128.63083,1,2024-05-11 09:34:24,1000627
36.6009,126.665,36.82167,128.63083,0,2024-04-29 12:28:06,1000075
36.82167,128.63083,37.65639,126.835,1,2024-05-19 12:47:38,1000325
36.6009,126.665,36.82167,128.63083,0,2024-04-24 10:44:10,1000953
34.8825,128.62667,36.82167,128.63083,1,2024-04-28 05:25:47,1000036
36.20389,127.08472,34.8825,128.62667,0,2024-05-03 02:15:34,1000370
36.82167,128.63083,34.8825,128.62667,1,2024-05-12 08:06:02,1000261
36.20389,127.08472,34.8825,128.62667,0,2024-05-18 18:25:29,1000468
34.8825,128.62667,36.82167,128.63083,1,2024-05-02 11:15:09,1000111
36.82167,128.63083,37.1759,128.9889,0,2024-04-26 20:01:03,1000998
36.20389,127.08472,37.65639,126.835,1,2024-04-27 20:29:06,1000628
36.20389,127.08472,37.1759,128.9889,1,2024-05-10 00:22:13,1000439
36.6009,126.665,34.8825,128.62667,1,2024-04-25 08:48:14,1000745
36.6009,126.665,36.20389,127.08472,1,2024-05-18 03:45:37,1000136
36.6009,126.665,36.20389,127.08472,0,2024-05-03 19:04:47,1000263
36.6009,126.665,36.82167,128.63083,1,2024-05-05 08:22:17,1000522
37.65639,126.835,37.1759,128.9889,0,2024-04-24 08:47:00,1000142
36.6009,126.665,36.82167,128.63083,1,2024-05-09 13:08:21,1000885
37.1759,128.9889,36.20389,127.08472,0,2024-04-24 14:43:52,1000175
36.20389,127.08472,37.65639,126.835,1,2024-05-15 01:26:06,1000534
37.65639,126.835,37.1759,128.9889,0,2024-05-20 23:59:22,1000526
36.6009,126.665,34.8825,128.62667,1,2024-05-12 10:49:42,1000635
36.6009,126.665,36.6009,126.665,0,2024-05-21 03:27:30,1000753
36.20389,127.08472,36.6009,126.665,0,2024-05-21 23:21:48,1000329
36.82167,128.63083,34.8825,128.62667,0,2024-05-02 19:01:07,1000049
34.8825,128.62667,37.65639,126.835,1,2024-05-17 15:24:56,1000171
37.65639,126.835,34.8825,128.62667,0,2024-05-22 15:43:11,1000714
34.8825,128.62667,36.6009,126.665,0,2024-05-13 10:15:08,1000483
36.20389,127.08472,37.65639,126.835,0,2024-05-03 22:26:52,1000464
37.65639,126.835,37.65639,126.835,0,2024-05-08 02:15:14,1000407
37.1759,128.9889,37.1759,128.9889,1,2024-05-03 05:54:00,1000253
